bankId,product,customer,ratePercent,minDays,maxDays,tenureLabel,minAmount,maxAmount,amountLabel,scheme,sourceUrl,effectiveDate
indian,RD,SENIOR,,1095,1824,3 years to < 5 years,0,,Any amount,,https://www.indianbank.in,
indian,RD,GENERAL,,1825,3650,5 years to 10 years,0,,Any amount,,https://www.indianbank.in,
indian,RD,SENIOR,,1825,3650,5 years to 10 years,0,,Any amount,,https://www.indianbank.in,
indian,SAVINGS,GENERAL,,0,,Any tenure,0,10000000,Below ₹1 crore,,https://www.indianbank.in,
indian,SAVINGS,GENERAL,,0,,Any tenure,10000000,,₹1 crore & above,,https://www.indianbank.in,
central,FD,GENERAL,,7,45,7–45 days,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,SENIOR,,7,45,7–45 days,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,GENERAL,,46,90,46–90 days,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,SENIOR,,46,90,46–90 days,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,GENERAL,,91,180,91–180 days,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,SENIOR,,91,180,91–180 days,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,GENERAL,,181,364,181 days to < 1 year,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,SENIOR,,181,364,181 days to < 1 year,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,GENERAL,,365,729,1 year to < 2 years,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,SENIOR,,365,729,1 year to < 2 years,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,GENERAL,,730,1094,2 years to < 3 years,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,SENIOR,,730,1094,2 years to < 3 years,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,GENERAL,,1095,1824,3 years to < 5 years,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,SENIOR,,1095,1824,3 years to < 5 years,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,GENERAL,,1825,3650,5 years to 10 years,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,FD,SENIOR,,1825,3650,5 years to 10 years,0,30000000,Below ₹3 crore (retail),,https://www.centralbankofindia.co.in,
central,RD,GENERAL,,365,729,1 year to < 2 years,0,,Any amount,,https://www.centralbankofindia.co.in,
central,RD,SENIOR,,365,729,1 year to < 2 years,0,,Any amount,,https://www.centralbankofindia.co.in,
central,RD,GENERAL,,730,1094,2 years to < 3 years,0,,Any amount,,https://www.centralbankofindia.co.in,
central,RD,SENIOR,,730,1094,2 years to < 3 years,0,,Any amount,,https://www.centralbankofindia.co.in,
central,RD,GENERAL,,1095,1824,3 years to < 5 years,0,,Any amount,,https://www.centralbankofindia.co.in,
central,RD,SENIOR,,1095,1824,3 years to < 5 years,0,,Any amount,,https://www.centralbankofindia.co.in,
central,RD,GENERAL,,1825,3650,5 years to 10 years,0,,Any amount,,https://www.centralbankofindia.co.in,
central,RD,SENIOR,,1825,3650,5 years to 10 years,0,,Any amount,,https://www.centralbankofindia.co.in,
central,SAVINGS,GENERAL,,0,,Any tenure,0,10000000,Below ₹1 crore,,https://www.centralbankofindia.co.in,
central,SAVINGS,GENERAL,,0,,Any tenure,10000000,,₹1 crore & above,,https://www.centralbankofindia.co.in,
iob,FD,GENERAL,,7,45,7–45 days,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,SENIOR,,7,45,7–45 days,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,GENERAL,,46,90,46–90 days,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,SENIOR,,46,90,46–90 days,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,GENERAL,,91,180,91–180 days,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,SENIOR,,91,180,91–180 days,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,GENERAL,,181,364,181 days to < 1 year,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,SENIOR,,181,364,181 days to < 1 year,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,GENERAL,,365,729,1 year to < 2 years,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,SENIOR,,365,729,1 year to < 2 years,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,GENERAL,,730,1094,2 years to < 3 years,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,SENIOR,,730,1094,2 years to < 3 years,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,GENERAL,,1095,1824,3 years to < 5 years,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,SENIOR,,1095,1824,3 years to < 5 years,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,GENERAL,,1825,3650,5 years to 10 years,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,FD,SENIOR,,1825,3650,5 years to 10 years,0,30000000,Below ₹3 crore (retail),,https://www.iob.in,
iob,RD,GENERAL,,365,729,1 year to < 2 years,0,,Any amount,,https://www.iob.in,
iob,RD,SENIOR,,365,729,1 year to < 2 years,0,,Any amount,,https://www.iob.in,
iob,RD,GENERAL,,730,1094,2 years to < 3 years,0,,Any amount,,https://www.iob.in,
iob,RD,SENIOR,,730,1094,2 years to < 3 years,0,,Any amount,,https://www.iob.in,
iob,RD,GENERAL,,1095,1824,3 years to < 5 years,0,,Any amount,,https://www.iob.in,
iob,RD,SENIOR,,1095,1824,3 years to < 5 years,0,,Any amount,,https://www.iob.in,
iob,RD,GENERAL,,1825,3650,5 years to 10 years,0,,Any amount,,https://www.iob.in,
iob,RD,SENIOR,,1825,3650,5 years to 10 years,0,,Any amount,,https://www.iob.in,
iob,SAVINGS,GENERAL,,0,,Any tenure,0,10000000,Below ₹1 crore,,https://www.iob.in,
iob,SAVINGS,GENERAL,,0,,Any tenure,10000000,,₹1 crore & above,,https://www.iob.in,
uco,FD,GENERAL,,7,45,7–45 days,0,30000000,Below ₹3 crore (retail),,https://www.ucobank.com,
uco,FD,SENIOR,,7,45,7–45 days,0,30000000,Below ₹3 crore (retail),,https://www.ucobank.com,
uco,FD,GENERAL,,46,90,46–90 days,0,30000000,Below ₹3 crore (retail),,https://www.ucobank.com,
uco,FD,SENIOR,,46,90,46–90 days,0,30000000,Below ₹3 crore (retail),,https://www.ucobank.com,
uco,FD,GENERAL,,91,180,91–180 days,0,30000000,Below ₹3 crore (retail),,https://www.ucobank.com,
uco,FD,SENIOR,,91,180,91–180 days,0,30000000,Below ₹3 crore (retail),,https://www.ucobank.com,
uco,FD,GENERAL,,181,364,181 days to < 1 year,0,30000000,Below ₹3 crore (retail),,https://www.ucobank.com,
uco,FD,SENIOR,,181,364,181 days to < 1 year,0,30000000,Below ₹3 crore (retail),,https://www.ucobank.com,
